CallNumber,CallType,CallDate,Battalion
200621093,Medical Incident,03/02/2020,B02
200703400,Medical Incident,03/10/2020,B10
200572144,Medical Incident,02/26/2020,B03
200751150,Medical Incident,03/15/2020,B01
200582487,Medical Incident,02/27/2020,B01
200750309,Alarms,03/15/2020,B03
200663790,Medical Incident,03/06/2020,B04
200522476,Medical Incident,02/21/2020,B02
200771490,Alarms,03/17/2020,B06
200593911,Medical Incident,02/28/2020,B04
200443813,Medical Incident,02/13/2020,B08
200704470,Structure Fire,03/10/2020,B02
200653743,Medical Incident,03/05/2020,B08
200700320,Outside Fire,03/10/2020,B05
200584191,Alarms,02/27/2020,B02
200471130,Medical Incident,02/16/2020,B03
200502324,Medical Incident,02/19/2020,B10
200803611,Medical Incident,03/20/2020,B03
200613477,Traffic Collision,03/01/2020,B09
200631373,Citizen Assist / Service Call,03/03/2020,B08
200551566,Medical Incident,02/24/2020,B06
200641639,Medical Incident,03/04/2020,B02
200672362,Water Rescue,03/07/2020,B08
200671649,Medical Incident,03/07/2020,B05
200731040,Medical Incident,03/13/2020,B07
200603587,Medical Incident,02/29/2020,B05
200550396,Medical Incident,02/24/2020,B03
200721985,Medical Incident,03/12/2020,B02
200514078,Medical Incident,02/20/2020,B03
200620997,Medical Incident,03/02/2020,B09
200670439,Structure Fire,03/07/2020,B01
200742600,Medical Incident,03/14/2020,B02
200763493,Medical Incident,03/16/2020,B10
200603229,Medical Incident,02/29/2020,B02
200420555,Medical Incident,02/11/2020,B09
200793544,Elevator / Escalator Rescue,03/19/2020,B04
200641608,Medical Incident,03/04/2020,B05
200643322,Medical Incident,03/04/2020,B06
200502938,Medical Incident,02/19/2020,B03
200634010,Medical Incident,03/03/2020,B03
200731775,Medical Incident,03/13/2020,B10
200690585,Medical Incident,03/09/2020,B02
200462737,Citizen Assist / Service Call,02/15/2020,B09
200713491,Structure Fire,03/11/2020,B03
200582256,Medical Incident,02/27/2020,B02
200480823,Medical Incident,02/17/2020,B08
200702317,Medical Incident,03/10/2020,B03
200582472,Elevator / Escalator Rescue,02/27/2020,B03
200651257,Medical Incident,03/05/2020,B03
200653341,Medical Incident,03/05/2020,B03
200600282,Medical Incident,02/29/2020,B01
200443783,Vehicle Fire,02/13/2020,B05
200470388,Medical Incident,02/16/2020,B03
200792924,Alarms,03/19/2020,B10
200472009,Medical Incident,02/16/2020,B02
200482437,Structure Fire,02/17/2020,B06
200402403,Medical Incident,02/09/2020,B08
200711666,Medical Incident,03/11/2020,B02
200461217,Medical Incident,02/15/2020,B03
200491888,Medical Incident,02/18/2020,B01
200520877,Medical Incident,02/21/2020,B02
200790209,Medical Incident,03/19/2020,B05
200732827,Medical Incident,03/13/2020,B05
200740722,Medical Incident,03/14/2020,B02
200693754,Medical Incident,03/09/2020,B09
200660331,Medical Incident,03/06/2020,B04
200613689,Medical Incident,03/01/2020,B02
200593796,Medical Incident,02/28/2020,B04
200482408,Medical Incident,02/17/2020,B02
200551336,Medical Incident,02/24/2020,B02
200444172,Medical Incident,02/13/2020,B06
200630910,Medical Incident,03/03/2020,B02
200780580,Medical Incident,03/18/2020,B10
200792791,Medical Incident,03/19/2020,B02
200411978,Medical Incident,02/10/2020,B02
200570001,Medical Incident,02/26/2020,B04
200531720,Medical Incident,02/22/2020,B02
200533742,Medical Incident,02/22/2020,B10
200670091,Medical Incident,03/07/2020,B07
200624041,Medical Incident,03/02/2020,B04
200521581,Medical Incident,02/21/2020,B10
200440322,Medical Incident,02/13/2020,B01
200462632,Medical Incident,02/15/2020,B02
200640192,Medical Incident,03/04/2020,B02
200242528,Alarms,01/24/2020,B03
200661311,Medical Incident,03/06/2020,B04
200793419,Medical Incident,03/19/2020,B03
200733370,Medical Incident,03/13/2020,B01
200694154,Medical Incident,03/09/2020,B07
200600462,Alarms,02/29/2020,B01
200672859,Medical Incident,03/07/2020,B06
200553970,Medical Incident,02/24/2020,B06
200583795,Medical Incident,02/27/2020,B02
200551736,Structure Fire,02/24/2020,B01
200602387,Alarms,02/29/2020,B08
200612542,Medical Incident,03/01/2020,B06
200620351,Medical Incident,03/02/2020,B01
200613136,Medical Incident,03/01/2020,B08
200751029,Alarms,03/15/2020,B04
200733898,Medical Incident,03/13/2020,B04
200682534,Alarms,03/08/2020,B02
200221996,Alarms,01/22/2020,B05
200221996,Alarms,01/22/2020,B05
200221996,Alarms,01/22/2020,B05
200222011,Medical Incident,01/22/2020,B10
200222966,Outside Fire,01/22/2020,B06
200223351,Medical Incident,01/22/2020,B07
200714655,Medical Incident,03/11/2020,B06
200661104,Medical Incident,03/06/2020,B03
200703124,Alarms,03/10/2020,B08
200521526,Medical Incident,02/21/2020,B02
200510113,Medical Incident,02/20/2020,B09
200572265,Traffic Collision,02/26/2020,B02
200540405,Medical Incident,02/23/2020,B02
200800665,Medical Incident,03/20/2020,B08
200694244,Medical Incident,03/09/2020,B08
200453219,Alarms,02/14/2020,B04
200723934,Structure Fire,03/12/2020,B05
200612495,Medical Incident,03/01/2020,B07
200680793,Medical Incident,03/08/2020,B05
200761918,Medical Incident,03/16/2020,B01
200470754,Medical Incident,02/16/2020,B06
200743085,Medical Incident,03/14/2020,B02
200752704,Medical Incident,03/15/2020,B10
200540486,Medical Incident,02/23/2020,B01
200612290,Gas Leak (Natural and LP Gases),03/01/2020,B01
200700601,Medical Incident,03/10/2020,B02
200640062,Medical Incident,03/04/2020,B06
200582143,Medical Incident,02/27/2020,B04
200712749,Structure Fire,03/11/2020,B01
200743305,Medical Incident,03/14/2020,B03
200533064,Medical Incident,02/22/2020,B06
200563619,Medical Incident,02/25/2020,B04
200431406,Medical Incident,02/12/2020,B01
200433997,Medical Incident,02/12/2020,B04
200462271,Medical Incident,02/15/2020,B02
200581666,Medical Incident,02/27/2020,B02
200792039,Medical Incident,03/19/2020,B07
200643180,Medical Incident,03/04/2020,B08
200573394,Medical Incident,02/26/2020,B02
200672405,Medical Incident,03/07/2020,B03
200791899,Medical Incident,03/19/2020,B08
200743570,Alarms,03/14/2020,B10
200631911,Structure Fire,03/03/2020,B03
200483917,Medical Incident,02/17/2020,B02
200443576,Medical Incident,02/13/2020,B02
200690471,Medical Incident,03/09/2020,B01
200773372,Medical Incident,03/17/2020,B06
200461914,Medical Incident,02/15/2020,B09
200420021,Medical Incident,02/11/2020,B03
200570213,Medical Incident,02/26/2020,B02
200431815,Gas Leak (Natural and LP Gases),02/12/2020,B04
200670933,Medical Incident,03/07/2020,B02
200640449,Medical Incident,03/04/2020,B02
200491159,Medical Incident,02/18/2020,B08
200651377,Medical Incident,03/05/2020,B03
200633945,Medical Incident,03/03/2020,B02
200701936,Medical Incident,03/10/2020,B01
200563656,Medical Incident,02/25/2020,B05
200620323,Citizen Assist / Service Call,03/02/2020,B02
200562731,Alarms,02/25/2020,B07
200654180,Medical Incident,03/05/2020,B01
200791028,Water Rescue,03/19/2020,B01
200703063,Medical Incident,03/10/2020,B01
200521432,Structure Fire,02/21/2020,B01
200433474,Medical Incident,02/12/2020,B08
200683069,Structure Fire,03/08/2020,B04
200780270,Medical Incident,03/18/2020,B04
200553113,Gas Leak (Natural and LP Gases),02/24/2020,B04
200680525,Medical Incident,03/08/2020,B06
200602504,Medical Incident,02/29/2020,B08
200593567,Medical Incident,02/28/2020,B06
200511744,Structure Fire,02/20/2020,B02
200530463,Medical Incident,02/22/2020,B02
200481333,Alarms,02/17/2020,B02
200671930,Medical Incident,03/07/2020,B10
200660463,Medical Incident,03/06/2020,B02
200692068,Alarms,03/09/2020,B02
200463565,Medical Incident,02/15/2020,B04
200693147,Medical Incident,03/09/2020,B02
200563377,Medical Incident,02/25/2020,B06
200750059,Medical Incident,03/15/2020,B08
200653409,Traffic Collision,03/05/2020,B03
200410145,Vehicle Fire,02/10/2020,B10
200501999,Medical Incident,02/19/2020,B08
200793629,Outside Fire,03/19/2020,B03
200603725,Medical Incident,02/29/2020,B05
200710972,Medical Incident,03/11/2020,B03
200690513,Medical Incident,03/09/2020,B09
200600610,Structure Fire,02/29/2020,B09
200601720,Electrical Hazard,02/29/2020,B06
200701755,Medical Incident,03/10/2020,B09
200691404,Medical Incident,03/09/2020,B03
200761649,Alarms,03/16/2020,B05
200711601,Medical Incident,03/11/2020,B03
200533043,Medical Incident,02/22/2020,B06
200701151,Medical Incident,03/10/2020,B01
200661555,Medical Incident,03/06/2020,B01
200682952,Alarms,03/08/2020,B04
200772922,Outside Fire,03/17/2020,B08
200471603,Alarms,02/16/2020,B10
200790679,Medical Incident,03/19/2020,B04
200571671,Medical Incident,02/26/2020,B04
200650597,Medical Incident,03/05/2020,B02
200722832,Medical Incident,03/12/2020,B03
200750426,Medical Incident,03/15/2020,B08
200551464,Medical Incident,02/24/2020,B02
200453708,Alarms,02/14/2020,B09
200534116,Medical Incident,02/22/2020,B03
200681933,Medical Incident,03/08/2020,B02
200570397,Alarms,02/26/2020,B03
200790566,Medical Incident,03/19/2020,B07
200630177,Medical Incident,03/03/2020,B03
200551211,Medical Incident,02/24/2020,B01
200782029,Medical Incident,03/18/2020,B02
200620098,Medical Incident,03/02/2020,B03
200700058,Alarms,03/10/2020,B04
200571880,Medical Incident,02/26/2020,B01
200714359,Medical Incident,03/11/2020,B04
200491687,Medical Incident,02/18/2020,B02
200741385,Structure Fire,03/14/2020,B08
200753165,Medical Incident,03/15/2020,B09
200422294,Medical Incident,02/11/2020,B03
200611916,Medical Incident,03/01/2020,B09
200723752,Medical Incident,03/12/2020,B02
200663582,Medical Incident,03/06/2020,B02
200502921,Medical Incident,02/19/2020,B09
200622955,Medical Incident,03/02/2020,B02
200663336,Medical Incident,03/06/2020,B06
200573816,Medical Incident,02/26/2020,B02
200533564,Outside Fire,02/22/2020,B03
200572566,Medical Incident,02/26/2020,B03
200543951,Medical Incident,02/23/2020,B04
200644424,Medical Incident,03/04/2020,B02
200562945,Medical Incident,02/25/2020,B01
200541273,Outside Fire,02/23/2020,B06
200453467,Medical Incident,02/14/2020,B02
200613482,Traffic Collision,03/01/2020,B03
200673695,Medical Incident,03/07/2020,B06
200481741,Medical Incident,02/17/2020,B02
200610259,Medical Incident,03/01/2020,B08
200412144,Structure Fire,02/10/2020,B04
200403167,Medical Incident,02/09/2020,B01
200543183,Medical Incident,02/23/2020,B08
200414018,Medical Incident,02/10/2020,B06
200453708,Alarms,02/14/2020,B09
200632969,Alarms,03/03/2020,B07
200580128,Structure Fire,02/27/2020,B02
200422994,Medical Incident,02/11/2020,B03
200612672,Gas Leak (Natural and LP Gases),03/01/2020,B06
200741703,Medical Incident,03/14/2020,B07
200714703,Medical Incident,03/11/2020,B02
200634285,Medical Incident,03/03/2020,B02
200690717,Medical Incident,03/09/2020,B04
200694063,Medical Incident,03/09/2020,B02
200540891,Alarms,02/23/2020,B01
200553724,Medical Incident,02/24/2020,B09
200522631,Structure Fire,02/21/2020,B05
200443292,Medical Incident,02/13/2020,B03
200501956,Alarms,02/19/2020,B10
200462546,Structure Fire,02/15/2020,B04
200691280,Medical Incident,03/09/2020,B04
200650954,Medical Incident,03/05/2020,B02
200470177,Structure Fire,02/16/2020,B02
200553349,Medical Incident,02/24/2020,B10
200610329,Medical Incident,03/01/2020,B01
200692084,Medical Incident,03/09/2020,B04
200771677,Medical Incident,03/17/2020,B02
200440746,Medical Incident,02/13/2020,B02
200671058,Medical Incident,03/07/2020,B09
200584172,Medical Incident,02/27/2020,B02
200601129,Medical Incident,02/29/2020,B01
200402248,Medical Incident,02/09/2020,B06
200780339,Medical Incident,03/18/2020,B02
200692901,Alarms,03/09/2020,B07
200630100,Medical Incident,03/03/2020,B01
200413304,Alarms,02/10/2020,B04
200421454,Medical Incident,02/11/2020,B04
200410205,Medical Incident,02/10/2020,B05
200732658,Medical Incident,03/13/2020,B05
200723605,Traffic Collision,03/12/2020,B01
200780179,Medical Incident,03/18/2020,B02
200673501,Medical Incident,03/07/2020,B05
200670342,Medical Incident,03/07/2020,B03
200473456,Alarms,02/16/2020,B01
200661165,Elevator / Escalator Rescue,03/06/2020,B02
200462404,Traffic Collision,02/15/2020,B05
200434112,Medical Incident,02/12/2020,B02
200563113,Medical Incident,02/25/2020,B08
200461975,Medical Incident,02/15/2020,B09
200413775,Medical Incident,02/10/2020,B04
200763284,Medical Incident,03/16/2020,B08
200531106,Medical Incident,02/22/2020,B03
200601875,Watercraft in Distress,02/29/2020,B04
200551473,Medical Incident,02/24/2020,B02
200721999,Medical Incident,03/12/2020,B02
200751675,Alarms,03/15/2020,B02
200411851,Alarms,02/10/2020,B10
200632407,Medical Incident,03/03/2020,B04
200472570,Medical Incident,02/16/2020,B02
200480750,Medical Incident,02/17/2020,B05
200562180,Medical Incident,02/25/2020,B06
200560690,Traffic Collision,02/25/2020,B09
200230132,Medical Incident,01/23/2020,B10
200462566,Medical Incident,02/15/2020,B02
200501211,Medical Incident,02/19/2020,B07
200611304,Medical Incident,03/01/2020,B09
200412168,Medical Incident,02/10/2020,B10
200660105,Medical Incident,03/06/2020,B02
200772934,Medical Incident,03/17/2020,B09
200503821,Medical Incident,02/19/2020,B05
200781705,Alarms,03/18/2020,B01
200462937,Medical Incident,02/15/2020,B02
200452096,Medical Incident,02/14/2020,B09
200573770,Medical Incident,02/26/2020,B02
200494039,Outside Fire,02/18/2020,B04
200613720,Medical Incident,03/01/2020,B02
200642631,Traffic Collision,03/04/2020,B01
200482426,Medical Incident,02/17/2020,B02
200641926,Medical Incident,03/04/2020,B02
200603076,Medical Incident,02/29/2020,B09
200452905,Citizen Assist / Service Call,02/14/2020,B04
200510693,Medical Incident,02/20/2020,B03
200611572,Medical Incident,03/01/2020,B02
200563910,Medical Incident,02/25/2020,B04
200524295,Medical Incident,02/21/2020,B05
200572799,Alarms,02/26/2020,B02
200570583,Medical Incident,02/26/2020,B02
200471194,Medical Incident,02/16/2020,B06
200531890,Medical Incident,02/22/2020,B03
200742965,Medical Incident,03/14/2020,B02
200510030,Medical Incident,02/20/2020,B03
200451683,Confined Space / Structure Collapse,02/14/2020,B06
200521306,Medical Incident,02/21/2020,B03
200632039,Structure Fire,03/03/2020,B02
200600089,Medical Incident,02/29/2020,B10
200633018,Medical Incident,03/03/2020,B07
200501359,Alarms,02/19/2020,B02
200602336,Medical Incident,02/29/2020,B03
200560263,Medical Incident,02/25/2020,B04
200793395,Medical Incident,03/19/2020,B08
200833224,Medical Incident,03/23/2020,B03
200452383,Medical Incident,02/14/2020,B07
200730259,Medical Incident,03/13/2020,B09
200530675,Medical Incident,02/22/2020,B06
200660358,Alarms,03/06/2020,B03
200710347,Medical Incident,03/11/2020,B05
200630327,Structure Fire,03/03/2020,B09
200453885,Medical Incident,02/14/2020,B05
200523908,Medical Incident,02/21/2020,B02
200610843,Medical Incident,03/01/2020,B03
200482235,Medical Incident,02/17/2020,B09
200691703,Medical Incident,03/09/2020,B09
200553955,Medical Incident,02/24/2020,B05
200731627,Traffic Collision,03/13/2020,B08
200610440,Citizen Assist / Service Call,03/01/2020,B06
200682187,Structure Fire,03/08/2020,B05
200513662,Traffic Collision,02/20/2020,B04
200512696,Medical Incident,02/20/2020,B03
200651113,Medical Incident,03/05/2020,B09
200621574,Medical Incident,03/02/2020,B04
200792996,Medical Incident,03/19/2020,B06
200532604,Medical Incident,02/22/2020,B10
200460373,Medical Incident,02/15/2020,B10
200693576,Medical Incident,03/09/2020,B02
200570380,Medical Incident,02/26/2020,B04
200432399,Alarms,02/12/2020,B08
200412168,Medical Incident,02/10/2020,B10
200600124,Medical Incident,02/29/2020,B06
200673021,Medical Incident,03/07/2020,B06
200733304,Medical Incident,03/13/2020,B09
200442646,Medical Incident,02/13/2020,B10
200773338,Alarms,03/17/2020,B03
200543725,Smoke Investigation (Outside),02/23/2020,B01
200672044,Medical Incident,03/07/2020,B08
200471549,Medical Incident,02/16/2020,B08
200671187,Structure Fire,03/07/2020,B10
200710601,Medical Incident,03/11/2020,B03
200650950,Medical Incident,03/05/2020,B07
200594146,Medical Incident,02/28/2020,B04
200523852,Medical Incident,02/21/2020,B02
200472985,Medical Incident,02/16/2020,B01
200514149,Medical Incident,02/20/2020,B10
200503901,Medical Incident,02/19/2020,B01
200681865,Medical Incident,03/08/2020,B02
200511451,Medical Incident,02/20/2020,B02
200452494,Medical Incident,02/14/2020,B02
200743235,Alarms,03/14/2020,B08
200533389,Medical Incident,02/22/2020,B01
200740989,Medical Incident,03/14/2020,B03
200704008,Medical Incident,03/10/2020,B09
200691019,Alarms,03/09/2020,B01
200500590,Medical Incident,02/19/2020,B02
200562839,Medical Incident,02/25/2020,B06
200461297,Medical Incident,02/15/2020,B10
200662210,Medical Incident,03/06/2020,B03
200540548,Medical Incident,02/23/2020,B02
200640270,Medical Incident,03/04/2020,B03
200583213,Medical Incident,02/27/2020,B03
200733725,Medical Incident,03/13/2020,B04
200532961,Medical Incident,02/22/2020,B06
200512110,Alarms,02/20/2020,B05
200533917,Citizen Assist / Service Call,02/22/2020,B04
200760996,Medical Incident,03/16/2020,B10
200592267,Medical Incident,02/28/2020,B03
200513136,Medical Incident,02/20/2020,B01
200612300,Medical Incident,03/01/2020,B02
200742307,Alarms,03/14/2020,B10
200763351,Medical Incident,03/16/2020,B03
200632921,Traffic Collision,03/03/2020,B03
200680231,Traffic Collision,03/08/2020,B03
200522407,Medical Incident,02/21/2020,B08
200682312,Medical Incident,03/08/2020,B02
200512533,Medical Incident,02/20/2020,B03
200520767,Medical Incident,02/21/2020,B03
200591727,Traffic Collision,02/28/2020,B03
200510713,Medical Incident,02/20/2020,B08
200722705,Structure Fire,03/12/2020,B03
200703433,Medical Incident,03/10/2020,B05
200630365,Structure Fire,03/03/2020,B01
200580203,Medical Incident,02/27/2020,B05
200462149,Medical Incident,02/15/2020,B01
200451706,Medical Incident,02/14/2020,B02
200653179,Medical Incident,03/05/2020,B08
200550997,Alarms,02/24/2020,B03
200532259,Electrical Hazard,02/22/2020,B10
200463563,Vehicle Fire,02/15/2020,B02
200783630,Medical Incident,03/18/2020,B10
200591405,Medical Incident,02/28/2020,B02
200732023,Medical Incident,03/13/2020,B02
200641511,Medical Incident,03/04/2020,B08
